mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.945950889587403,1.360558917769209,0.09412555694580078,0.014140605298931318,,,0.5,2,2,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",0.9993333333333333,1.0,0.9786666666666667,0.9951724137931034,0.9486206896551725,0.9843586206896553,0.019470135808464472,403
1.4360025882720948,0.3887618214914363,0.03658928871154785,0.017716008340107267,,,0.5,2,5,200,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9986666666666667,1.0,0.968,0.9972413793103448,0.9506896551724139,0.982919540229885,0.020030912825480775,538
4.090997982025146,0.6275048752600034,0.07072105407714843,0.029331220511277692,,,0.5,2,5,500,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 500}",0.9993333333333333,1.0,0.978,0.9965517241379309,0.9489655172413793,0.9845701149425288,0.01954710575441512,348
5.302747964859009,0.29841798079323467,0.07705874443054199,0.0051611407467454665,,,0.5,2,5,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 800}",0.9993333333333333,1.0,0.978,0.9958620689655172,0.9472413793103449,0.9840873563218391,0.020094665116019775,438
1.3500748157501221,0.1471088080064608,0.030329275131225585,0.014850049478535183,,,0.5,2,10,200,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",0.9993333333333333,0.9993333333333333,0.9673333333333333,0.996551724137931,0.9482758620689655,0.9821655172413793,0.02080833090275101,625
2.9032721519470215,0.19274866480985117,0.05338497161865234,0.006775194790178347,,,0.5,2,10,500,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 500}",1.0,1.0,0.9773333333333333,0.9958620689655172,0.9458620689655173,0.9838114942528735,0.020743563995102642,459
4.789320659637451,0.22677066553666647,0.08685173988342285,0.014195872380232294,,,0.5,2,10,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 800}",0.9993333333333333,1.0,0.9766666666666667,0.9965517241379309,0.9458620689655173,0.9836827586206898,0.020767442022795353,470
1.1472771644592286,0.08303536651086235,0.026921463012695313,0.006589676104469578,,,0.5,4,2,200,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",1.0,0.9993333333333333,0.9766666666666667,0.9944827586206896,0.9572413793103448,0.9855448275862069,0.01648555996650307,173
2.8744402885437013,0.11443596767314672,0.05952367782592773,0.01369779272825032,,,0.5,4,2,500,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 500}",1.0,0.9993333333333333,0.9753333333333333,0.9944827586206896,0.9537931034482758,0.9845885057471264,0.017814799211534352,332
4.449515104293823,0.2556719753002808,0.07783236503601074,0.002642019076809107,,,0.5,4,2,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 800}",1.0,0.9993333333333333,0.9766666666666667,0.9944827586206896,0.9524137931034483,0.9845793103448276,0.01817023709763952,340
1.1654161930084228,0.047383158881003425,0.02613382339477539,0.004780331874028951,,,0.5,4,5,200,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",1.0,0.9993333333333333,0.9766666666666667,0.9944827586206896,0.9572413793103448,0.9855448275862069,0.01648555996650307,173
2.7607289791107177,0.15079382845096578,0.05607547760009766,0.0049863895725829905,,,0.5,4,5,500,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 500}",1.0,0.9993333333333333,0.9753333333333333,0.9944827586206896,0.9537931034482758,0.9845885057471264,0.017814799211534352,332
4.442827129364014,0.19569859887663277,0.08885340690612793,0.00856396741931537,,,0.5,4,5,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 800}",1.0,0.9993333333333333,0.9766666666666667,0.9944827586206896,0.9524137931034483,0.9845793103448276,0.01817023709763952,340
1.0708161354064942,0.05276536678338609,0.0233889102935791,0.0012767130755139088,,,0.5,4,10,200,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",1.0,0.9986666666666666,0.9766666666666667,0.9944827586206896,0.9572413793103448,0.9854114942528736,0.01637583169351649,197
